location,bhk,total_sqft,bath,price_lakh,house_type,building_status,city,price_per_sqft
Babusapalaya,3 BHK,1213.0,2.0,36.37,Apartment,,Bengaluru,
Raja Rajeshwari Nagar,2 BHK,1240.0,2.0,42.04,Apartment,,Bengaluru,
Yelahanka,2 BHK,1076.0,2.0,78.0,Apartment,,Bengaluru,
3rd Block Hrbr Layout,2 BHK,1320.0,2.0,90.0,Apartment,,Bengaluru,
Whitefield,2 BHK,1216.0,2.0,80.0,Apartment,,Bengaluru,
Thanisandra,2 BHK,1100.0,2.0,42.0,Apartment,,Bengaluru,
Thanisandra,2 BHK,1183.0,2.0,77.3,Apartment,,Bengaluru,
Balagere,1 BHK,656.0,1.0,38.77,Apartment,,Bengaluru,
Sarjapur  Road,1 BHK,534.0,1.0,19.65,Apartment,,Bengaluru,
Shikaripalya,3 BHK,1285.0,2.0,45.0,Apartment,,Bengaluru,
Hegde Nagar,3 BHK,2087.01,4.0,135.0,Apartment,,Bengaluru,
"Off Sarjapur Road, ",2 BHK,1161.0,2.0,59.0,Apartment,,Bengaluru,
Begur,2 BHK,1306.0,2.0,65.0,Apartment,,Bengaluru,
Jakkur,4 BHK,2249.81,4.0,245.0,Apartment,,Bengaluru,
Tata Nagar,3 BHK,1504.0,3.0,67.0,Apartment,,Bengaluru,
Balagere,1 BHK,645.0,1.0,39.0,Apartment,,Bengaluru,
Esther Enclave Layout,2 Bedroom,1230.0,2.0,68.0,Apartment,,Bengaluru,
Hebbal,2 BHK,1100.0,2.0,42.0,Apartment,,Bengaluru,
Yelahanka,1 BHK,1000.0,1.0,14.0,Apartment,,Bengaluru,
Sadaramangala,2 BHK,1260.0,2.0,62.0,Apartment,,Bengaluru,
Ambalipura,3 BHK,1817.0,3.0,102.0,Apartment,,Bengaluru,
Kodihalli,4 BHK,3626.0,5.0,785.0,Apartment,,Bengaluru,
Basavangudi,2 BHK,1180.0,2.0,124.0,Apartment,,Bengaluru,
KR Puram,2 BHK,1050.0,2.0,55.0,Apartment,,Bengaluru,
Whitefield,4 Bedroom,2900.0,4.0,225.0,Apartment,,Bengaluru,
Kasavanhalli,3 Bedroom,2110.0,4.0,120.0,Apartment,,Bengaluru,
Mysore Road,1 BHK,500.0,1.0,17.5,Apartment,,Bengaluru,
Murugeshpalya,3 BHK,1930.0,3.0,75.0,Apartment,,Bengaluru,
Harappanahalli,4 Bedroom,4560.0,5.0,430.0,Apartment,,Bengaluru,
Mahadevpura,3 BHK,1505.0,3.0,64.0,Apartment,,Bengaluru,
Jayamahal,4 Bedroom,2400.0,3.0,750.0,Apartment,,Bengaluru,
Ananth Nagar,2 BHK,890.0,2.0,27.0,Apartment,,Bengaluru,
Anekal,2 Bedroom,1200.0,1.0,36.0,Apartment,,Bengaluru,
Gunjur Palya,2 BHK,849.0,2.0,25.4,Apartment,,Bengaluru,
Chikka Tirupathi,3 Bedroom,1555.0,3.0,100.0,Apartment,,Bengaluru,
8th block Koramangala,3 Bedroom,600.0,2.0,85.0,Apartment,,Bengaluru,
KR Puram,2 BHK,1057.0,2.0,30.0,Apartment,,Bengaluru,
7th Phase JP Nagar,3 BHK,1680.0,3.0,122.0,Apartment,,Bengaluru,
Samethanahalli,2 BHK,799.0,2.0,35.0,Apartment,,Bengaluru,
Sarjapur  Road,3 BHK,1450.0,2.0,75.0,Apartment,,Bengaluru,
Sarjapur  Road,3 BHK,1819.0,3.0,100.0,Apartment,,Bengaluru,
Kanakpura Road,2 BHK,1135.0,2.0,56.74,Apartment,,Bengaluru,
HSR Layout,3 BHK,2020.0,3.0,160.0,Apartment,,Bengaluru,
Vinayaka Layout,5 BHK,2700.0,4.0,170.0,Apartment,,Bengaluru,
Hosa Road,3 BHK,1730.0,3.0,72.6,Apartment,,Bengaluru,
Dasarahalli,3 BHK,1950.0,3.0,125.0,Apartment,,Bengaluru,
Thirumalashettyhally,2 BHK,1077.0,2.0,34.46,Apartment,,Bengaluru,
Brookefield,3 BHK,1706.0,3.0,115.0,Apartment,,Bengaluru,
New Gurappana Palya,5 BHK,3000.0,4.0,300.0,Apartment,,Bengaluru,
Channasandra,2 BHK,1093.0,2.0,37.0,Apartment,,Bengaluru,
Ambalipura,4 BHK,2750.0,4.0,142.0,Apartment,,Bengaluru,
Whitefield,2 BHK,1340.0,2.0,101.0,Apartment,,Bengaluru,
Sarjapur  Road,2 BHK,984.0,2.0,59.0,Apartment,,Bengaluru,
AECS Layout,2 BHK,1135.0,2.0,68.0,Apartment,,Bengaluru,
Bannerghatta Road,4 Bedroom,2400.0,4.0,344.0,Apartment,,Bengaluru,
Varthur,2 BHK,1155.0,2.0,39.0,Apartment,,Bengaluru,
Kaggalipura,1 BHK,700.0,1.0,35.0,Apartment,,Bengaluru,
Horamavu Agara,2 BHK,1150.0,2.0,42.0,Apartment,,Bengaluru,
Hormavu,3 BHK,1385.0,2.0,69.25,Apartment,,Bengaluru,
Akshaya Nagar,3 BHK,2061.0,4.0,175.0,Apartment,,Bengaluru,
Kathriguppe,3 BHK,1335.0,2.0,73.43,Apartment,,Bengaluru,
Bellandur,2 BHK,1015.0,2.0,60.0,Apartment,,Bengaluru,
Banashankari Stage III,6 Bedroom,3000.0,6.0,150.0,Apartment,,Bengaluru,
Electronic City,2 BHK,1108.0,2.0,63.0,Apartment,,Bengaluru,
Frazer Town,2 BHK,1180.0,2.0,105.0,Apartment,,Bengaluru,
Hennur Road,3 BHK,1445.0,2.0,83.0,Apartment,,Bengaluru,
Vasanthapura,2 BHK,1500.0,2.0,65.0,Apartment,,Bengaluru,
Ramamurthy Nagar,1 Bedroom,1.0,1.0,48.0,Apartment,,Bengaluru,
KR Puram,2 BHK,1085.0,2.0,46.5,Apartment,,Bengaluru,
Rachenahalli,2 BHK,1050.0,2.0,52.08,Apartment,,Bengaluru,
Kadugodi,4 Bedroom,2760.0,4.0,290.0,Apartment,,Bengaluru,
Sarjapura - Attibele Road,3 BHK,1330.0,2.0,49.0,Apartment,,Bengaluru,
Ramagondanahalli,2 Bedroom,845.0,2.0,45.82,Apartment,,Bengaluru,
Kadugodi,3 BHK,1762.0,3.0,112.0,Apartment,,Bengaluru,
Ambalipura,2 BHK,1303.0,2.0,80.0,Apartment,,Bengaluru,
Banagiri Nagar,3 BHK,1560.0,2.0,125.0,Apartment,,Bengaluru,
Chandapura,3 BHK,1110.0,2.0,29.97,Apartment,,Bengaluru,
Doddabanahalli,3 BHK,1290.0,3.0,45.33,Apartment,,Bengaluru,
Bannerghatta Road,2 BHK,11601315.0,2.0,49.49,Apartment,,Bengaluru,
9th Phase JP Nagar,3 BHK,1780.0,3.0,88.0,Apartment,,Bengaluru,
Budigere,3 BHK,1636.0,3.0,83.0,Apartment,,Bengaluru,
Hennur,4 Bedroom,2557.0,,170.0,Apartment,,Bengaluru,
Sector 2 HSR Layout,2 BHK,1332.0,2.0,101.0,Apartment,,Bengaluru,
Sadashiva Nagar,5 BHK,7500.0,5.0,1500.0,Apartment,,Bengaluru,
Kodbisanhalli,2 BHK,1012.0,2.0,59.0,Apartment,,Bengaluru,
Kengeri,2 BHK,1192.0,2.0,53.5,Apartment,,Bengaluru,
Abbigere,2 BHK,795.0,2.0,32.54,Apartment,,Bengaluru,
Uttarahalli,2 BHK,1213.0,2.0,48.0,Apartment,,Bengaluru,
Sarjapur  Road,3 BHK,1489.0,3.0,88.0,Apartment,,Bengaluru,
Sarjapur,2 BHK,1200.0,2.0,62.0,Apartment,,Bengaluru,
Electronic City Phase II,2 BHK,1140.0,2.0,28.5,Apartment,,Bengaluru,
Devanahalli,3 BHK,1200.0,2.0,55.08,Apartment,,Bengaluru,
Ananth Nagar,2 BHK,1200.0,2.0,36.0,Apartment,,Bengaluru,
Vidyaranyapura,5 Bedroom,2640.0,6.0,225.0,Apartment,,Bengaluru,
Bannerghatta Road,3 BHK,1650.0,3.0,94.0,Apartment,,Bengaluru,
Bharathnagar,2 Bedroom,1245.0,2.0,120.0,Apartment,,Bengaluru,
Ardendale,2 BHK,1224.0,2.0,67.0,Apartment,,Bengaluru,
Gunjur,2 BHK,1235.0,2.0,52.76,Apartment,,Bengaluru,
Yelenahalli,2 BHK,1200.0,2.0,45.6,Apartment,,Bengaluru,
Yelahanka,3 BHK,1342.0,2.0,75.0,Apartment,,Bengaluru,
9th Phase JP Nagar,3 Bedroom,600.0,3.0,79.0,Apartment,,Bengaluru,
TC Palaya,2 BHK,1800.0,2.0,80.0,Apartment,,Bengaluru,
HAL 2nd Stage,4 Bedroom,2280.0,4.0,615.0,Apartment,,Bengaluru,
Rajaji Nagar,4 Bedroom,2440.0,2.0,415.0,Apartment,,Bengaluru,
Abbigere,2 BHK,1130.0,2.0,46.33,Apartment,,Bengaluru,
Somasundara Palya,2 BHK,1186.0,2.0,72.0,Apartment,,Bengaluru,
Hennur,2 BHK,1295.0,2.0,64.0,Apartment,,Bengaluru,
Kudlu Gate,3 BHK,1535.0,3.0,85.0,Apartment,,Bengaluru,
Bannerghatta Road,2 BHK,905.0,2.0,65.0,Apartment,,Bengaluru,
Bhoganhalli,2 BHK,1447.0,2.0,75.97,Apartment,,Bengaluru,
Hormavu,2 BHK,1165.0,2.0,40.0,Apartment,,Bengaluru,
Kanakpura Road,2 BHK,1328.0,2.0,107.0,Apartment,,Bengaluru,
Gandhi Bazar,3 BHK,1485.0,2.0,110.0,Apartment,,Bengaluru,
Uttarahalli,3 BHK,1475.0,2.0,59.0,Apartment,,Bengaluru,
Vidyaranyapura,2 BHK,1175.0,2.0,35.0,Apartment,,Bengaluru,
Thigalarapalya,2 BHK,1245.0,2.0,100.0,Apartment,,Bengaluru,
Vishwanatha Nagenahalli,4 Bedroom,720.0,4.0,95.0,Apartment,,Bengaluru,
Rachenahalli,2 BHK,985.0,2.0,49.97,Apartment,,Bengaluru,
Koramangala,5 Bedroom,4000.0,5.0,800.0,Apartment,,Bengaluru,
Hoskote,3 BHK,1395.0,2.0,63.0,Apartment,,Bengaluru,
Hoodi,1 BHK,706716.0,1.0,42.65,Apartment,,Bengaluru,
Electronic City,1 BHK,630.0,1.0,40.5,Apartment,,Bengaluru,
MS Pallya,4 BHK,2400.0,4.0,88.0,Apartment,,Bengaluru,
Gottigere,2 BHK,1170.0,2.0,40.0,Apartment,,Bengaluru,
Marathahalli,4 BHK,2500.0,5.0,181.0,Apartment,,Bengaluru,
Gubbalala,2 BHK,1100.0,2.0,49.5,Apartment,,Bengaluru,
Hulimavu,4 BHK,3560.0,5.0,318.0,Apartment,,Bengaluru,
Margondanahalli,2 Bedroom,900.0,2.0,55.0,Apartment,,Bengaluru,
Bommasandra Industrial Area,2 BHK,1160.0,2.0,33.51,Apartment,,Bengaluru,
Varthur,2 BHK,1180.0,2.0,55.0,Apartment,,Bengaluru,
Tumkur Road,3 BHK,1441.0,2.0,95.0,Apartment,,Bengaluru,
Channasandra Layout,2 BHK,1115.0,2.0,50.0,Apartment,,Bengaluru,
Yeshwanthpur,3 BHK,1825.0,3.0,145.0,Apartment,,Bengaluru,
Challaghatta,2 BHK,1489.0,2.0,101.0,Apartment,,Bengaluru,
Defence Colony,4 BHK,2800.0,4.0,365.0,Apartment,,Bengaluru,
Subramanyapura,3 BHK,1278.0,3.0,62.71,Apartment,,Bengaluru,
Subramanyapura,3 BHK,1223.0,2.0,42.81,Apartment,,Bengaluru,
Hormavu,2 BHK,1065.0,2.0,50.92,Apartment,,Bengaluru,
Whitefield,2 BHK,1190.0,2.0,64.0,Apartment,,Bengaluru,
Koramangala,2 BHK,1130.0,2.0,63.0,Apartment,,Bengaluru,
Banashankari,2 BHK,1430.0,2.0,87.8,Apartment,,Bengaluru,
HRBR Layout,4 BHK,1900.0,3.0,90.0,Apartment,,Bengaluru,
Sarjapur  Road,2 BHK,1104.0,2.0,34.22,Apartment,,Bengaluru,
Begur Road,2 BHK,1240.0,2.0,45.88,Apartment,,Bengaluru,
Choodasandra,2 BHK,1140.0,2.0,62.0,Apartment,,Bengaluru,
Haralur Road,2 BHK,1194.0,2.0,47.0,Apartment,,Bengaluru,
KUDLU MAIN ROAD,3 BHK,1464.0,3.0,56.0,Apartment,,Bengaluru,
Sarjapur,4 BHK,3508.0,6.0,425.0,Apartment,,Bengaluru,
KR Puram,3 BHK,1700.0,3.0,105.0,Apartment,,Bengaluru,
Old Airport Road,4 BHK,2658.0,5.0,189.0,Apartment,,Bengaluru,
Canara Bank Colony,3 BHK,1600.0,2.0,90.0,Apartment,,Bengaluru,
OMBR Layout,4 BHK,3400.0,4.0,275.0,Apartment,,Bengaluru,
Reliaable Tranquil Layout,3 BHK,1508.0,3.0,75.0,Apartment,,Bengaluru,
Balagere,1 BHK,645.0,1.0,41.0,Apartment,,Bengaluru,
Hormavu,2 BHK,1046.0,2.0,60.0,Apartment,,Bengaluru,
Munnekollal,10 Bedroom,1200.0,8.0,230.0,Apartment,,Bengaluru,
5th Block Jayanagar,1 Bedroom,1500.0,1.0,300.0,Apartment,,Bengaluru,
Mahalakshmi Puram,6 Bedroom,3000.0,6.0,300.0,Apartment,,Bengaluru,
Hosa Road,2 BHK,1079.0,2.0,32.37,Apartment,,Bengaluru,
Thubarahalli,2 BHK,975.0,2.0,50.0,Apartment,,Bengaluru,
ISRO Layout,2 BHK,1050.0,2.0,51.0,Apartment,,Bengaluru,
HSR Layout,9 Bedroom,1200.0,9.0,350.0,Apartment,,Bengaluru,
"Jayanagar, ",3 BHK,1903.0,3.0,165.0,Apartment,,Bengaluru,
Bommenahalli,3 Bedroom,2940.0,3.0,232.0,Apartment,,Bengaluru,
Asthagrama Layout,2 BHK,1200.0,2.0,38.0,Apartment,,Bengaluru,
Avalahalli,4 BHK,2996.0,4.0,200.0,Apartment,,Bengaluru,
Manayata Tech Park,4 BHK,3400.0,4.0,200.0,Apartment,,Bengaluru,
Whitefield,4 Bedroom,2000.0,4.0,312.0,Apartment,,Bengaluru,
Jigani,4 Bedroom,1453.0,4.0,160.0,Apartment,,Bengaluru,
Parappana Agrahara,2 BHK,1092.0,2.0,43.0,Apartment,,Bengaluru,
Hormavu,2 BHK,1400.0,2.0,75.0,Apartment,,Bengaluru,
Bommanahalli,3 BHK,1416.0,2.0,85.0,Apartment,,Bengaluru,
ITI Layout,3 BHK,1602.0,2.0,75.0,Apartment,,Bengaluru,
Electronic City,2 BHK,1100.0,2.0,41.0,Apartment,,Bengaluru,
Kothanur,3 BHK,1760.0,3.0,110.0,Apartment,,Bengaluru,
Marathahalli,4 BHK,3800.0,4.0,235.0,Apartment,,Bengaluru,
Vasanthapura,2 BHK,1037.0,2.0,36.28,Apartment,,Bengaluru,
Yeshwanthpur,3 BHK,1384.0,2.0,76.18,Apartment,,Bengaluru,
Vajarahalli,1 BHK,551.0,1.0,30.0,Apartment,,Bengaluru,
Indira Nagar,4 Bedroom,2400.0,5.0,1250.0,Apartment,,Bengaluru,
7th Phase JP Nagar,1 Bedroom,500.0,1.0,70.0,Apartment,,Bengaluru,
Sarjapur,2 BHK,900.0,2.0,27.98,Apartment,,Bengaluru,
Anandapura,3 Bedroom,1415.0,2.0,74.0,Apartment,,Bengaluru,
Rajarajesheari nagar,2 BHK,1400.0,2.0,44.8,Apartment,,Bengaluru,
Devara Jeevanahalli,7 Bedroom,1300.0,4.0,52.0,Apartment,,Bengaluru,
Millers Road,3 BHK,2850.0,4.0,460.0,Apartment,,Bengaluru,
Kudlu,2 BHK,1030.0,2.0,75.0,Apartment,,Bengaluru,
Kambipura,2 BHK,883.0,2.0,39.0,Apartment,,Bengaluru,
Celebrity Paradise Layout,1 BHK,550.0,1.0,16.0,Apartment,,Bengaluru,
Anjanapura,4 BHK,1800.0,4.0,55.0,Apartment,,Bengaluru,
Yemlur,5 Bedroom,10000.0,5.0,1950.0,Apartment,,Bengaluru,
Old Madras Road,2 BHK,1210.0,2.0,77.0,Apartment,,Bengaluru,
Vishveshwarya Layout,4 Bedroom,2000.0,3.0,90.0,Apartment,,Bengaluru,
Kanakpura Road,3 BHK,1100.0,3.0,58.0,Apartment,,Bengaluru,
Lavakusha Nagar,3 BHK,1780.0,3.0,100.0,Apartment,,Bengaluru,
2nd Block Hbr Layout,5 Bedroom,950.0,5.0,55.0,Apartment,,Bengaluru,
Panathur,2 BHK,1050.0,2.0,60.0,Apartment,,Bengaluru,
Hosur Road,3 BHK,1370.0,3.0,38.36,Apartment,,Bengaluru,
Marathahalli,4 BHK,3951.0,4.0,230.0,Apartment,,Bengaluru,
Bellandur,3 BHK,2500.0,4.0,112.0,Apartment,,Bengaluru,
Sri Venkateshpura Layout,2 BHK,1050.0,2.0,49.5,Apartment,,Bengaluru,
Anjanapura,3 BHK,1843.0,3.0,87.54,Apartment,,Bengaluru,
3rd Block Banashankari,4 Bedroom,1200.0,4.0,175.0,Apartment,,Bengaluru,
Somasundara Palya,2 BHK,1186.0,2.0,76.0,Apartment,,Bengaluru,
Haralur Road,1 BHK,560.0,1.0,45.0,Apartment,,Bengaluru,
Narayanapura,3 BHK,2357.0,3.0,135.0,Apartment,,Bengaluru,
Mahalakshmi Layout,4 Bedroom,1200.0,3.0,160.0,Apartment,,Bengaluru,
Yelahanka,3 BHK,1823.0,3.0,103.0,Apartment,,Bengaluru,
Rajasree Layout,3 BHK,1310.0,3.0,90.0,Apartment,,Bengaluru,
Varthur,3 BHK,1520.0,2.0,60.0,Apartment,,Bengaluru,
Bhoganhalli,3 BHK,1610.0,3.0,74.03,Apartment,,Bengaluru,
Whitefield,3 Bedroom,1500.0,3.0,78.57,Apartment,,Bengaluru,
LB Shastri Nagar,3 BHK,1400.0,2.0,80.0,Apartment,,Bengaluru,
HRBR Layout,3 BHK,1625.0,3.0,120.0,Apartment,,Bengaluru,
Chikkalasandra,5 Bedroom,1500.0,5.0,265.0,Apartment,,Bengaluru,
Hessarghatta,2 BHK,900.0,2.0,24.0,Apartment,,Bengaluru,
Talaghattapura,2 BHK,1100.0,2.0,32.0,Apartment,,Bengaluru,
Bannerghatta Road,2 BHK,1000.0,2.0,50.0,Apartment,,Bengaluru,
Old Airport Road,4 BHK,2774.0,4.0,197.0,Apartment,,Bengaluru,
Yeshwanthpur,1 BHK,994.0,2.0,54.67,Apartment,,Bengaluru,
Kaggadasapura,3 BHK,1455.0,3.0,75.0,Apartment,,Bengaluru,
Chandapura,5 Bedroom,1200.0,3.0,79.0,Apartment,,Bengaluru,
Lakshminarayana Pura,2 BHK,1172.0,2.0,75.0,Apartment,,Bengaluru,
Hennur,3 BHK,1935.0,3.0,102.0,Apartment,,Bengaluru,
Rachenahalli,3 BHK,1856.0,3.0,106.0,Apartment,,Bengaluru,
Old Airport Road,3 BHK,2392.0,3.0,249.0,Apartment,,Bengaluru,
Uttarahalli,2 BHK,900.0,2.0,35.0,Apartment,,Bengaluru,
Raja Rajeshwari Nagar,3 BHK,1757.0,3.0,98.0,Apartment,,Bengaluru,
Kudlu,2 BHK,1027.0,2.0,44.0,Apartment,,Bengaluru,
Whitefield,3 BHK,1626.0,3.0,85.0,Apartment,,Bengaluru,
Dr Shivarama Karantha Nagar,2 BHK,1200.0,2.0,54.0,Apartment,,Bengaluru,
Hoodi,3 BHK,1559.0,3.0,81.55,Apartment,,Bengaluru,
Amruthahalli,2 BHK,1190.0,2.0,50.0,Apartment,,Bengaluru,
KR Puram,2 BHK,1200.0,2.0,72.0,Apartment,,Bengaluru,
Harlur,2 BHK,1174.0,2.0,74.0,Apartment,,Bengaluru,
Kanakpura Road,2 BHK,1140.0,2.0,65.0,Apartment,,Bengaluru,
Vibuthipura,3 BHK,1603.0,2.0,125.0,Apartment,,Bengaluru,
Subramanyapura,3 BHK,1278.0,3.0,70.0,Apartment,,Bengaluru,
Krishna Reddy Layout,3 BHK,2180.0,3.0,285.0,Apartment,,Bengaluru,
Banashankari Stage III,2 BHK,1085.0,2.0,50.0,Apartment,,Bengaluru,
Whitefield,2 BHK,1195.0,2.0,61.36,Apartment,,Bengaluru,
Kamakshipalya,1 Bedroom,450.0,1.0,30.0,Apartment,,Bengaluru,
Rajaji Nagar,4 BHK,6500.0,5.0,1400.0,Apartment,,Bengaluru,
Attibele,1 BHK,550.0,1.0,11.5,Apartment,,Bengaluru,
Kenchenahalli,2 BHK,1165.0,2.0,45.0,Apartment,,Bengaluru,
1st Stage Indira Nagar,4 BHK,3000.0,4.0,301.0,Apartment,,Bengaluru,
Kanakpura Road,3 BHK,1452.0,3.0,60.0,Apartment,,Bengaluru,
Sarjapur  Road,1 BHK,702.0,1.0,52.0,Apartment,,Bengaluru,
Banashankari,2 BHK,1020.0,2.0,42.83,Apartment,,Bengaluru,
Devanahalli,2 BHK,1340.0,2.0,65.0,Apartment,,Bengaluru,
Marathahalli,2 BHK,1125.0,2.0,54.8,Apartment,,Bengaluru,
JCR Layout,2 BHK,1160.0,2.0,40.53,Apartment,,Bengaluru,
Vidyaranyapura,2 BHK,1050.0,2.0,50.0,Apartment,,Bengaluru,
JP Nagar,3 BHK,1960.0,3.0,138.0,Apartment,,Bengaluru,
Ganga Nagar,2 BHK,1200.0,3.0,52.0,Apartment,,Bengaluru,
Judicial Layout,3 Bedroom,1200.0,4.0,220.0,Apartment,,Bengaluru,
Old Airport Road,4 BHK,3496.0,4.0,262.0,Apartment,,Bengaluru,
Electronic City,2 BHK,975.0,2.0,32.0,Apartment,,Bengaluru,
Kudlu,3 BHK,1700.0,3.0,125.0,Apartment,,Bengaluru,
8th Phase JP Nagar,4 Bedroom,1800.0,4.0,230.0,Apartment,,Bengaluru,
Madavara,4 Bedroom,612.0,3.0,47.0,Apartment,,Bengaluru,
Brooke Bond First Cross,2 BHK,1275.0,2.0,69.0,Apartment,,Bengaluru,
Yeshwanthpur,1 BHK,650.0,1.0,40.0,Apartment,,Bengaluru,
Kasavanhalli,2 BHK,1495.0,2.0,110.0,Apartment,,Bengaluru,
Hebbal,2 BHK,1200.0,2.0,48.0,Apartment,,Bengaluru,
Sarjapura - Attibele Road,5 Bedroom,3750.0,6.0,295.0,Apartment,,Bengaluru,
Hennur Road,3 BHK,1679.0,3.0,94.86,Apartment,,Bengaluru,
Kaval Byrasandra,3 BHK,1450.0,3.0,75.0,Apartment,,Bengaluru,
Balagere,2 BHK,1210.0,2.0,82.0,Apartment,,Bengaluru,
Dwaraka Nagar,3 BHK,1300.0,2.0,51.0,Apartment,,Bengaluru,
Judicial Layout,2 BHK,1165.0,2.0,49.61,Apartment,,Bengaluru,
Keshava Nagar,3 BHK,1623.0,3.0,155.0,Apartment,,Bengaluru,
Channasandra,2 BHK,1115.0,2.0,35.8,Apartment,,Bengaluru,
BTM Layout,1 BHK,450.0,1.0,20.0,Apartment,,Bengaluru,
Electronics City Phase 1,2 BHK,1170.0,2.0,62.0,Apartment,,Bengaluru,
KR Puram,4 Bedroom,2065.0,4.0,248.0,Apartment,,Bengaluru,
Marathahalli,3 BHK,1700.0,3.0,126.0,Apartment,,Bengaluru,
Uttarahalli,6 Bedroom,1080.0,5.0,160.0,Apartment,,Bengaluru,
Malleshpalya,2 BHK,1245.0,2.0,55.0,Apartment,,Bengaluru,
Kanakapura,2 BHK,1017.0,2.0,66.0,Apartment,,Bengaluru,
7th Phase JP Nagar,6 Bedroom,650.0,6.0,80.0,Apartment,,Bengaluru,
Sarjapur  Road,2 BHK,1242.0,2.0,75.0,Apartment,,Bengaluru,
Yelahanka,3 BHK,1792.0,3.0,104.0,Apartment,,Bengaluru,
Garebhavipalya,3 BHK,1275.0,3.0,55.0,Apartment,,Bengaluru,
8th Phase JP Nagar,6 Bedroom,1200.0,6.0,260.0,Apartment,,Bengaluru,
7th Block Jayanagar,3 Bedroom,2400.0,3.0,408.0,Apartment,,Bengaluru,
Electronic City,1 BHK,605.0,1.0,22.0,Apartment,,Bengaluru,
HBR Layout,4 Bedroom,1200.0,4.0,115.0,Apartment,,Bengaluru,
Electronics City Phase 1,3 BHK,1450.0,3.0,79.0,Apartment,,Bengaluru,
Bommenahalli,3 Bedroom,1232.0,3.0,96.0,Apartment,,Bengaluru,
Laggere,5 Bedroom,1800.0,5.0,70.0,Apartment,,Bengaluru,
Sidedahalli,1 Bedroom,900.0,1.0,52.3,Apartment,,Bengaluru,
Kaggadasapura,2 BHK,1200.0,2.0,40.0,Apartment,,Bengaluru,
Kadugodi,4 BHK,2100.0,3.0,204.0,Apartment,,Bengaluru,
Uttarahalli,2 BHK,1065.0,2.0,42.6,Apartment,,Bengaluru,
AGS Layout,2 BHK,1075.0,2.0,48.38,Apartment,,Bengaluru,
Anand Nagar,6 Bedroom,1508.0,5.0,240.0,Apartment,,Bengaluru,
Lake City,2 BHK,780.0,2.0,31.0,Apartment,,Bengaluru,
7th Phase JP Nagar,2 BHK,1070.0,2.0,42.79,Apartment,,Bengaluru,
Haralur Road,3 BHK,1464.0,3.0,56.0,Apartment,,Bengaluru,
Ramagondanahalli,3 BHK,1910.0,3.0,150.0,Apartment,,Bengaluru,
Cox Town,2 BHK,1280.0,2.0,120.0,Apartment,,Bengaluru,
Raja Rajeshwari Nagar,3 BHK,1530.0,3.0,64.0,Apartment,,Bengaluru,
Bhoganhalli,4 BHK,2439.0,5.0,170.0,Apartment,,Bengaluru,
Varsova Layout,2 BHK,1088.0,2.0,43.5,Apartment,,Bengaluru,
Harlur,2 BHK,1174.0,2.0,78.0,Apartment,,Bengaluru,
Raja Rajeshwari Nagar,3 BHK,1587.0,3.0,73.8,Apartment,,Bengaluru,
Kaggadasapura,2 BHK,1045.0,2.0,55.0,Apartment,,Bengaluru,
Yelahanka,2 BHK,1304.0,2.0,69.97,Apartment,,Bengaluru,
Whitefield,2 BHK,1100.0,2.0,65.0,Apartment,,Bengaluru,
Hennur Road,3 BHK,1482.0,2.0,68.9,Apartment,,Bengaluru,
Devanahalli,3 Bedroom,2125.0,3.0,107.0,Apartment,,Bengaluru,
Varthur,5 BHK,1000.0,4.0,65.0,Apartment,,Bengaluru,
Parappana Agrahara,2 BHK,1194.0,2.0,45.0,Apartment,,Bengaluru,
Kengeri,2 BHK,1200.0,2.0,42.0,Apartment,,Bengaluru,
Volagerekallahalli,2 BHK,1070.0,2.0,32.99,Apartment,,Bengaluru,
Whitefield,2 BHK,1100.0,2.0,46.5,Apartment,,Bengaluru,
Whitefield,3 BHK,1270.0,2.0,65.0,Apartment,,Bengaluru,
Marasandra,2 BHK,1000.0,2.0,31.0,Apartment,,Bengaluru,
Vittasandra,2 BHK,1246.0,2.0,69.0,Apartment,,Bengaluru,
Raja Rajeshwari Nagar,3 BHK,1529.0,3.0,51.77,Apartment,,Bengaluru,
Thanisandra,2 BHK,1185.0,2.0,42.0,Apartment,,Bengaluru,
Gubbalala,2 BHK,1060.0,2.0,46.0,Apartment,,Bengaluru,
Ananth Nagar,3 BHK,1319.0,3.0,37.75,Apartment,,Bengaluru,
Kaikondrahalli,2 BHK,991.0,2.0,64.0,Apartment,,Bengaluru,
Thanisandra,1 BHK,662.0,1.0,38.0,Apartment,,Bengaluru,
Nandini Layout,2 Bedroom,1200.0,2.0,110.0,Apartment,,Bengaluru,
tc.palya,3 Bedroom,1400.0,2.0,78.0,Apartment,,Bengaluru,
Talaghattapura,3 BHK,1575.0,3.0,80.0,Apartment,,Bengaluru,
Hosakerehalli,2 Bedroom,600.0,2.0,65.0,Apartment,,Bengaluru,
Electronic City,5 Bedroom,717.0,5.0,78.0,Apartment,,Bengaluru,
Ananth Nagar,3 BHK,1319.0,3.0,42.0,Apartment,,Bengaluru,
Brookefield,3 Bedroom,2000.0,3.0,300.0,Apartment,,Bengaluru,
9th Phase JP Nagar,3 Bedroom,600.0,3.0,85.0,Apartment,,Bengaluru,
Electronics City Phase 1,2 BHK,940.0,2.0,48.0,Apartment,,Bengaluru,
Singasandra,1 Bedroom,600.0,1.0,45.0,Apartment,,Bengaluru,
